FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
ubs.fid-4d3f006b_168d7d75ee6_-5596,9773,São Gonçalo/Rj - RJ - UBS - São Gonçalo - RJ - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,RJ,SÃO GONÇALO/RJ,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-43.054 -22.827)),0
ubs.fid-4d3f006b_168d7d75ee6_-5595,9718,Terezinha/Pe - PE - UBS - Terezinha - PE - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,PE,TEREZINHA/PE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-36.623 -9.056)),0
ubs.fid-4d3f006b_168d7d75ee6_-5594,9727,Parnaíba/Pi - PI - UBS - Parnaíba - PI - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,PI,PARNAÍBA/PI,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-41.777 -2.905)),0
ubs.fid-4d3f006b_168d7d75ee6_-5593,9728,Pedro Ii/Pi - PI - UBS - Pedro Ii - PI - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,PI,PEDRO II/PI,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-41.459 -4.425)),0
ubs.fid-4d3f006b_168d7d75ee6_-5592,9731,Riacho Frio/Pi - PI - UBS - Riacho Frio - PI - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,PI,RIACHO FRIO/PI,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.953 -10.125)),0
ubs.fid-4d3f006b_168d7d75ee6_-5591,9733,São Pedro do Piauí/Pi - PI - UBS - São Pedro do Piauí - PI - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,PI,SÃO PEDRO DO PIAUÍ/PI,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-42.719 -5.929)),0
ubs.fid-4d3f006b_168d7d75ee6_-5590,9736,Cascavel/Pr - PR - UBS - Cascavel - PR - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,PR,CASCAVEL/PR,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-53.455 -24.956)),0
ubs.fid-4d3f006b_168d7d75ee6_-558f,9736,Cascavel/Pr - PR - UBS - Cascavel - PR - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,PR,CASCAVEL/PR,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-53.455 -24.956)),0
ubs.fid-4d3f006b_168d7d75ee6_-558e,9737,Cascavel/Pr - PR - UBS - Cascavel - PR - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,PR,CASCAVEL/PR,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-53.455 -24.956)),0
ubs.fid-4d3f006b_168d7d75ee6_-558d,9742,Foz do Iguaçu/Pr - PR - UBS - Foz do Iguaçu - PR - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,PR,FOZ DO IGUAÇU/PR,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-54.588 -25.548)),0
ubs.fid-4d3f006b_168d7d75ee6_-558c,9743,Foz do Iguaçu/Pr - PR - UBS - Foz do Iguaçu - PR - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,PR,FOZ DO IGUAÇU/PR,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-54.588 -25.548)),0
ubs.fid-4d3f006b_168d7d75ee6_-558b,9750,Barra Mansa/Rj - RJ - UBS - Barra Mansa - RJ - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,RJ,BARRA MANSA/RJ,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-44.171 -22.544)),0
ubs.fid-4d3f006b_168d7d75ee6_-558a,9751,Barra Mansa/Rj - RJ - UBS - Barra Mansa - RJ - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,RJ,BARRA MANSA/RJ,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.171 -22.544)),0
ubs.fid-4d3f006b_168d7d75ee6_-5589,9783,São João de Meriti/Rj - RJ - UBS - São João de Meriti - RJ - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,RJ,SÃO JOÃO DE MERITI/RJ,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-43.372 -22.804)),0
ubs.fid-4d3f006b_168d7d75ee6_-5588,9784,São João de Meriti/Rj - RJ - UBS - São João de Meriti - RJ - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,RJ,SÃO JOÃO DE MERITI/RJ,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-43.372 -22.804)),0
ubs.fid-4d3f006b_168d7d75ee6_-5587,9786,São João de Meriti/Rj - RJ - UBS - São João de Meriti - RJ - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,RJ,SÃO JOÃO DE MERITI/RJ,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-43.372 -22.804)),0
ubs.fid-4d3f006b_168d7d75ee6_-5586,9787,São João de Meriti/Rj - RJ - UBS - São João de Meriti - RJ - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,RJ,SÃO JOÃO DE MERITI/RJ,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-43.372 -22.804)),0
ubs.fid-4d3f006b_168d7d75ee6_-5585,9789,São João de Meriti/Rj - RJ - UBS - São João de Meriti - RJ - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,RJ,SÃO JOÃO DE MERITI/RJ,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-43.372 -22.804)),0
ubs.fid-4d3f006b_168d7d75ee6_-5584,9791,Volta Redonda/Rj - RJ - UBS - Volta Redonda - RJ - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,RJ,VOLTA REDONDA/RJ,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.104 -22.523)),0
ubs.fid-4d3f006b_168d7d75ee6_-5583,9794,Volta Redonda/Rj - RJ - UBS - Volta Redonda - RJ - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,RJ,VOLTA REDONDA/RJ,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-44.104 -22.523)),0
ubs.fid-4d3f006b_168d7d75ee6_-5582,9799,São João do Sabugi/Rn - RN - UBS - São João do Sabugi - RN - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,RN,SÃO JOÃO DO SABUGI/RN,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-37.201 -6.718)),0
ubs.fid-4d3f006b_168d7d75ee6_-5581,9801,Mucajaí/Rr - RR - UBS - Mucajaí - RR - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,RR,MUCAJAÍ/RR,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-60.9 2.43)),0
ubs.fid-4d3f006b_168d7d75ee6_-5580,9802,Cachoeira do Sul/Rs - RS - UBS - Cachoeira do Sul - RS - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,RS,CACHOEIRA DO SUL/RS,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-52.894 -30.039)),0
ubs.fid-4d3f006b_168d7d75ee6_-557f,9806,Jaguari/Rs - RS - UBS - Jaguari - RS - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,RS,JAGUARI/RS,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-54.69 -29.497)),0
ubs.fid-4d3f006b_168d7d75ee6_-557e,9807,São José do Norte/Rs - RS - UBS - São José do Norte - RS - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,RS,SÃO JOSÉ DO NORTE/RS,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-52.042 -32.015)),0
ubs.fid-4d3f006b_168d7d75ee6_-557d,9811,Florianópolis/Sc - SC - UBS - Florianópolis - SC - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,SC,FLORIANÓPOLIS/SC,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.549 -27.597)),0
ubs.fid-4d3f006b_168d7d75ee6_-557c,9812,Florianópolis/Sc - SC - UBS - Florianópolis - SC - UBS IV,Comunidade Cidadã,UBS,Ministério da Saúde,Município,SC,FLORIANÓPOLIS/SC,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-48.549 -27.597)),0
ubs.fid-4d3f006b_168d7d75ee6_-557b,9815,Palhoça/Sc - SC - UBS - Palhoça - SC - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,SC,PALHOÇA/SC,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.668 -27.645)),0
ubs.fid-4d3f006b_168d7d75ee6_-557a,9816,Poço Verde/Se - SE - UBS - Poço Verde - SE - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,SE,POÇO VERDE/SE,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-38.183 -10.708)),0
ubs.fid-4d3f006b_168d7d75ee6_-5579,9818,Araçatuba/Sp - SP - UBS - Araçatuba - SP - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,SP,ARAÇATUBA/SP,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-50.433 -21.209)),0
ubs.fid-4d3f006b_168d7d75ee6_-5578,9820,Batatais/Sp - SP - UBS - Batatais - SP - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,SP,BATATAIS/SP,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.585 -20.891)),0
ubs.fid-4d3f006b_168d7d75ee6_-5577,9826,Franca/Sp - SP - UBS - Franca - SP - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,SP,FRANCA/SP,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.401 -20.539)),0
ubs.fid-4d3f006b_168d7d75ee6_-5576,9831,Jaú/Sp - SP - UBS - Jaú - SP - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,SP,JAÚ/SP,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.558 -22.296)),0
ubs.fid-4d3f006b_168d7d75ee6_-5575,9833,Matão/Sp - SP - UBS - Matão - SP - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,SP,MATÃO/SP,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-48.366 -21.603)),0
ubs.fid-4d3f006b_168d7d75ee6_-5574,9834,Mauá/Sp - SP - UBS - Mauá - SP - UBS III,Comunidade Cidadã,UBS,Ministério da Saúde,Município,SP,MAUÁ/SP,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-46.461 -23.668)),0
ubs.fid-4d3f006b_168d7d75ee6_-5573,9835,Mauá/Sp - SP - UBS - Mauá - SP - UBS IV,Comunidade Cidadã,UBS,Ministério da Saúde,Município,SP,MAUÁ/SP,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-46.461 -23.668)),0
ubs.fid-4d3f006b_168d7d75ee6_-5572,9838,Mirassol/Sp - SP - UBS - Mirassol - SP - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,SP,MIRASSOL/SP,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-49.521 -20.819)),0
ubs.fid-4d3f006b_168d7d75ee6_-5571,9840,Mogi das Cruzes/Sp - SP - UBS - Mogi das Cruzes - SP - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,SP,MOGI DAS CRUZES/SP,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-46.188 -23.523)),0
ubs.fid-4d3f006b_168d7d75ee6_-5570,9846,Rio Claro/Sp - SP - UBS - Rio Claro - SP - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,SP,RIO CLARO/SP,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.561 -22.411)),0
ubs.fid-4d3f006b_168d7d75ee6_-556f,9849,Santa Bárbara D'Oeste/Sp - SP - UBS - Santa Bárbara D''Oeste - SP - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,SP,SANTA BÁRBARA D'OESTE/SP,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.414 -22.754)),0
ubs.fid-4d3f006b_168d7d75ee6_-556e,9850,Santa Bárbara D'Oeste/Sp - SP - UBS - Santa Bárbara D''Oeste - SP - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,SP,SANTA BÁRBARA D'OESTE/SP,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.414 -22.754)),0
ubs.fid-4d3f006b_168d7d75ee6_-556d,9851,Santa Bárbara D'Oeste/Sp - SP - UBS - Santa Bárbara D''Oeste - SP - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,SP,SANTA BÁRBARA D'OESTE/SP,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-47.414 -22.754)),0
ubs.fid-4d3f006b_168d7d75ee6_-556c,9854,São José do Rio Pardo/Sp - SP - UBS - São José do Rio Pardo - SP - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,SP,SÃO JOSÉ DO RIO PARDO/SP,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-46.889 -21.596)),0
ubs.fid-4d3f006b_168d7d75ee6_-556b,9861,Assis Brasil/Ac - AC - UBS - Assis Brasil - AC - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AC,ASSIS BRASIL/AC,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-69.567 -10.941)),0
ubs.fid-4d3f006b_168d7d75ee6_-556a,9863,Capixaba/Ac - AC - UBS - Capixaba - AC - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AC,CAPIXABA/AC,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-67.676 -10.573)),0
ubs.fid-4d3f006b_168d7d75ee6_-5569,9870,Rio Branco/Ac - AC - UBS - Rio Branco - AC - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AC,RIO BRANCO/AC,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-67.81 -9.975)),0
ubs.fid-4d3f006b_168d7d75ee6_-5568,9880,Água Branca/Al - AL - UBS - Água Branca - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,ÁGUA BRANCA/AL,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-37.938 -9.262)),0
ubs.fid-4d3f006b_168d7d75ee6_-5567,9881,Água Branca/Al - AL - UBS - Água Branca - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,ÁGUA BRANCA/AL,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-37.938 -9.262)),0
ubs.fid-4d3f006b_168d7d75ee6_-5566,9883,Arapiraca/Al - AL - UBS - Arapiraca - AL - UBS III,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,ARAPIRACA/AL,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-36.661 -9.752)),0
ubs.fid-4d3f006b_168d7d75ee6_-5565,9884,Arapiraca/Al - AL - UBS - Arapiraca - AL - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,ARAPIRACA/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-36.661 -9.752)),0
ubs.fid-4d3f006b_168d7d75ee6_-5564,9885,Arapiraca/Al - AL - UBS - Arapiraca - AL - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,ARAPIRACA/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-36.661 -9.752)),0
ubs.fid-4d3f006b_168d7d75ee6_-5563,9886,Arapiraca/Al - AL - UBS - Arapiraca - AL - UBS III,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,ARAPIRACA/AL,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-36.661 -9.752)),0
ubs.fid-4d3f006b_168d7d75ee6_-5562,9887,Arapiraca/Al - AL - UBS - Arapiraca - AL - UBS III,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,ARAPIRACA/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-36.661 -9.752)),0
ubs.fid-4d3f006b_168d7d75ee6_-5561,9888,Arapiraca/Al - AL - UBS - Arapiraca - AL - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,ARAPIRACA/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-36.661 -9.752)),0
ubs.fid-4d3f006b_168d7d75ee6_-5560,9889,Arapiraca/Al - AL - UBS - Arapiraca - AL - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,ARAPIRACA/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-36.661 -9.752)),0
ubs.fid-4d3f006b_168d7d75ee6_-555f,9890,Arapiraca/Al - AL - UBS - Arapiraca - AL - UBS III,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,ARAPIRACA/AL,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-36.661 -9.752)),0
ubs.fid-4d3f006b_168d7d75ee6_-555e,9892,Batalha/Al - AL - UBS - Batalha - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,BATALHA/AL,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-37.125 -9.678)),0
ubs.fid-4d3f006b_168d7d75ee6_-555d,9894,Branquinha/Al - AL - UBS - Branquinha - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,BRANQUINHA/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-36.015 -9.246)),0
ubs.fid-4d3f006b_168d7d75ee6_-555c,9895,Cacimbinhas/Al - AL - UBS - Cacimbinhas - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,CACIMBINHAS/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-36.99 -9.4)),0
ubs.fid-4d3f006b_168d7d75ee6_-555b,9896,Cajueiro/Al - AL - UBS - Cajueiro - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,CAJUEIRO/AL,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-36.154 -9.397)),0
ubs.fid-4d3f006b_168d7d75ee6_-555a,9897,Campestre/Al - AL - UBS - Campestre - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,CAMPESTRE/AL,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-35.568 -8.846)),0
ubs.fid-4d3f006b_168d7d75ee6_-5559,9900,Coité do Nóia/Al - AL - UBS - Coité do Nóia - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,COITÉ DO NÓIA/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-36.579 -9.632)),0
ubs.fid-4d3f006b_168d7d75ee6_-5558,9901,Coruripe/Al - AL - UBS - Coruripe - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,CORURIPE/AL,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-36.176 -10.126)),0
ubs.fid-4d3f006b_168d7d75ee6_-5557,9902,Craíbas/Al - AL - UBS - Craíbas - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,CRAÍBAS/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-36.768 -9.618)),0
ubs.fid-4d3f006b_168d7d75ee6_-5556,9903,Delmiro Gouveia/Al - AL - UBS - Delmiro Gouveia - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,DELMIRO GOUVEIA/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-37.996 -9.386)),0
ubs.fid-4d3f006b_168d7d75ee6_-5555,9904,Dois Riachos/Al - AL - UBS - Dois Riachos - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,DOIS RIACHOS/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-37.101 -9.393)),0
ubs.fid-4d3f006b_168d7d75ee6_-5554,9905,Feira Grande/Al - AL - UBS - Feira Grande - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,FEIRA GRANDE/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-36.678 -9.9)),0
ubs.fid-4d3f006b_168d7d75ee6_-5553,9906,Girau do Ponciano/Al - AL - UBS - Girau do Ponciano - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,GIRAU DO PONCIANO/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-36.829 -9.884)),0
ubs.fid-4d3f006b_168d7d75ee6_-5552,9910,Jequiá da Praia/Al - AL - UBS - Jequiá da Praia - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,JEQUIÁ DA PRAIA/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-36.024 -10.004)),0
ubs.fid-4d3f006b_168d7d75ee6_-5551,9912,Jundiá/Al - AL - UBS - Jundiá - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,JUNDIÁ/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-35.574 -8.935)),0
ubs.fid-4d3f006b_168d7d75ee6_-5550,9913,Junqueiro/Al - AL - UBS - Junqueiro - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,JUNQUEIRO/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-36.476 -9.925)),0
ubs.fid-4d3f006b_168d7d75ee6_-554f,9915,Maceió/Al - AL - UBS - Maceió - AL - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,MACEIÓ/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-35.735 -9.666)),0
ubs.fid-4d3f006b_168d7d75ee6_-554e,9916,Maceió/Al - AL - UBS - Maceió - AL - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,MACEIÓ/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-35.735 -9.666)),0
ubs.fid-4d3f006b_168d7d75ee6_-554d,9918,Maceió/Al - AL - UBS - Maceió - AL - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,MACEIÓ/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-35.735 -9.666)),0
ubs.fid-4d3f006b_168d7d75ee6_-554c,9920,Maceió/Al - AL - UBS - Maceió - AL - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,MACEIÓ/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-35.735 -9.666)),0
ubs.fid-4d3f006b_168d7d75ee6_-554b,9922,Maceió/Al - AL - UBS - Maceió - AL - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,MACEIÓ/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-35.735 -9.666)),0
ubs.fid-4d3f006b_168d7d75ee6_-554a,9923,Maceió/Al - AL - UBS - Maceió - AL - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,MACEIÓ/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-35.735 -9.666)),0
ubs.fid-4d3f006b_168d7d75ee6_-5549,9925,Maceió/Al - AL - UBS - Maceió - AL - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,MACEIÓ/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-35.735 -9.666)),0
ubs.fid-4d3f006b_168d7d75ee6_-5548,9926,Maceió/Al - AL - UBS - Maceió - AL - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,MACEIÓ/AL,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-35.735 -9.666)),0
ubs.fid-4d3f006b_168d7d75ee6_-5547,9930,Minador do Negrão/Al - AL - UBS - Minador do Negrão - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,MINADOR DO NEGRÃO/AL,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-36.865 -9.305)),0
ubs.fid-4d3f006b_168d7d75ee6_-5546,9934,Passo de Camaragibe/Al - AL - UBS - Passo de Camaragibe - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,PASSO DE CAMARAGIBE/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-35.493 -9.238)),0
ubs.fid-4d3f006b_168d7d75ee6_-5545,9936,Poço das Trincheiras/Al - AL - UBS - Poço das Trincheiras - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,POÇO DAS TRINCHEIRAS/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-37.286 -9.313)),0
ubs.fid-4d3f006b_168d7d75ee6_-5544,9937,Porto Calvo/Al - AL - UBS - Porto Calvo - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,PORTO CALVO/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-35.398 -9.045)),0
ubs.fid-4d3f006b_168d7d75ee6_-5543,9938,Porto de Pedras/Al - AL - UBS - Porto de Pedras - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,PORTO DE PEDRAS/AL,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-35.295 -9.158)),0
ubs.fid-4d3f006b_168d7d75ee6_-5542,9939,Quebrangulo/Al - AL - UBS - Quebrangulo - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,QUEBRANGULO/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-36.471 -9.319)),0
ubs.fid-4d3f006b_168d7d75ee6_-5541,9940,Santa Luzia do Norte/Al - AL - UBS - Santa Luzia do Norte - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,SANTA LUZIA DO NORTE/AL,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-35.822 -9.603)),0
ubs.fid-4d3f006b_168d7d75ee6_-5540,9941,Santana do Ipanema/Al - AL - UBS - Santana do Ipanema - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,SANTANA DO IPANEMA/AL,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-37.245 -9.378)),0
ubs.fid-4d3f006b_168d7d75ee6_-553f,9942,São Miguel dos Campos/Al - AL - UBS - São Miguel dos  Campos - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,SÃO MIGUEL DOS CAMPOS/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-36.094 -9.781)),0
ubs.fid-4d3f006b_168d7d75ee6_-553e,9944,Senador Rui Palmeira/Al - AL - UBS - Senador Rui Palmeira - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,SENADOR RUI PALMEIRA/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-37.507 -9.354)),0
ubs.fid-4d3f006b_168d7d75ee6_-553d,9945,Traipu/Al - AL - UBS - Traipu - AL - UBS I,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,TRAIPU/AL,--,,Concluído,30 de Junho de 2018,MULTIPOINT ((-37.003 -9.971)),0
ubs.fid-4d3f006b_168d7d75ee6_-553c,9946,União dos Palmares/Al - AL - UBS - União dos  Palmares - AL - UBS II,Comunidade Cidadã,UBS,Ministério da Saúde,Município,AL,UNIÃO DOS PALMARES/AL,--,,Em obras,30 de Junho de 2018,MULTIPOINT ((-36.032 -9.163)),0
